03/07/22,16:54:26,-34.575515,-58.414283
03/07/22,16:54:27,-34.575523,-58.414283
03/07/22,16:54:28,-34.575523,-58.414283
03/07/22,16:54:28,-34.575523,-58.414283
03/07/22,16:54:29,-34.575523,-58.414283
03/07/22,16:54:30,-34.575523,-58.414283
03/07/22,16:54:31,-34.575523,-58.414283
03/07/22,16:54:32,-34.575523,-58.414283
03/07/22,16:54:33,-34.575523,-58.414283
03/07/22,16:54:34,-34.575523,-58.414283
03/07/22,16:54:35,-34.575523,-58.414283
03/07/22,16:54:36,-34.575531,-58.414283
03/07/22,16:54:37,-34.575531,-58.414283
03/07/22,16:54:38,-34.575531,-58.414283
03/07/22,16:54:39,-34.575531,-58.414283
03/07/22,16:54:40,-34.575531,-58.414276
03/07/22,16:54:41,-34.575534,-58.414264
03/07/22,16:54:42,-34.575534,-58.414249
03/07/22,16:54:43,-34.575542,-58.414226
03/07/22,16:54:43,-34.575553,-58.414192
03/07/22,16:54:44,-34.575561,-58.414161
03/07/22,16:54:45,-34.575572,-58.414115
03/07/22,16:54:46,-34.575588,-58.414077
03/07/22,16:54:47,-34.575592,-58.414028
03/07/22,16:54:48,-34.575611,-58.413982
03/07/22,16:54:49,-34.575626,-58.413932
03/07/22,16:54:50,-34.575637,-58.413894
03/07/22,16:54:51,-34.575645,-58.413848
03/07/22,16:54:52,-34.575656,-58.413818
03/07/22,16:54:53,-34.575664,-58.413799
03/07/22,16:54:54,-34.575668,-58.413787
03/07/22,16:54:55,-34.575668,-58.413787
03/07/22,16:54:56,-34.575668,-58.413780
03/07/22,16:54:57,-34.575668,-58.413768
03/07/22,16:54:58,-34.575668,-58.413768
03/07/22,16:54:59,-34.575668,-58.413768
03/07/22,16:55:00,-34.575668,-58.413768
03/07/22,16:55:00,-34.575675,-58.413768
03/07/22,16:55:01,-34.575675,-58.413768
03/07/22,16:55:02,-34.575675,-58.413768
03/07/22,16:55:03,-34.575675,-58.413768
03/07/22,16:55:04,-34.575675,-58.413768
03/07/22,16:55:05,-34.575675,-58.413768
03/07/22,16:55:06,-34.575675,-58.413768
03/07/22,16:55:07,-34.575675,-58.413768
03/07/22,16:55:08,-34.575675,-58.413768
03/07/22,16:55:09,-34.575675,-58.413768
03/07/22,16:55:10,-34.575675,-58.413768
03/07/22,16:55:11,-34.575675,-58.413768
03/07/22,16:55:12,-34.575675,-58.413768
03/07/22,16:55:13,-34.575675,-58.413768
03/07/22,16:55:14,-34.575675,-58.413768
03/07/22,16:55:15,-34.575675,-58.413768
03/07/22,16:55:16,-34.575675,-58.413768
03/07/22,16:55:16,-34.575668,-58.413768
03/07/22,16:55:17,-34.575668,-58.413768
03/07/22,16:55:18,-34.575668,-58.413768
03/07/22,16:55:19,-34.575668,-58.413768
03/07/22,16:55:20,-34.575668,-58.413768
03/07/22,16:55:21,-34.575668,-58.413768
03/07/22,16:55:22,-34.575668,-58.413768
03/07/22,16:55:23,-34.575668,-58.413780
03/07/22,16:55:24,-34.575668,-58.413780
03/07/22,16:55:25,-34.575668,-58.413780
03/07/22,16:55:26,-34.575668,-58.413780
03/07/22,16:55:27,-34.575675,-58.413768
03/07/22,16:55:28,-34.575675,-58.413761
03/07/22,16:55:29,-34.575683,-58.413742
03/07/22,16:55:30,-34.575695,-58.413723
03/07/22,16:55:31,-34.575706,-58.413692
03/07/22,16:55:32,-34.575725,-58.413646
03/07/22,16:55:33,-34.575744,-58.413597
03/07/22,16:55:34,-34.575771,-58.413539
03/07/22,16:55:34,-34.575801,-58.413475
03/07/22,16:55:35,-34.575828,-58.413410
03/07/22,16:55:36,-34.575859,-58.413349
03/07/22,16:55:37,-34.575893,-58.413272
03/07/22,16:55:38,-34.575931,-58.413200
03/07/22,16:55:39,-34.575962,-58.413124
03/07/22,16:55:40,-34.575992,-58.413055
03/07/22,16:55:41,-34.576030,-58.412979
03/07/22,16:55:42,-34.576065,-58.412895
03/07/22,16:55:43,-34.576095,-58.412826
03/07/22,16:55:44,-34.576133,-58.412742
03/07/22,16:55:45,-34.576164,-58.412662
03/07/22,16:55:46,-34.576202,-58.412590
03/07/22,16:55:47,-34.576240,-58.412509
03/07/22,16:55:48,-34.576278,-58.412426
03/07/22,16:55:49,-34.576313,-58.412342
03/07/22,16:55:50,-34.576351,-58.412265
03/07/22,16:55:50,-34.576389,-58.412185
03/07/22,16:55:51,-34.576427,-58.412101
03/07/22,16:55:52,-34.576458,-58.412014
03/07/22,16:55:53,-34.576503,-58.411930
03/07/22,16:55:54,-34.576541,-58.411846
03/07/22,16:55:55,-34.576580,-58.411758
03/07/22,16:55:56,-34.576618,-58.411674
03/07/22,16:55:57,-34.576656,-58.411586
03/07/22,16:55:58,-34.576698,-58.411499
03/07/22,16:55:59,-34.576736,-58.411403
03/07/22,16:56:00,-34.576774,-58.411293
03/07/22,16:56:01,-34.576820,-58.411193
03/07/22,16:56:02,-34.576866,-58.411079
03/07/22,16:56:03,-34.576908,-58.410964
03/07/22,16:56:04,-34.576961,-58.410850
03/07/22,16:56:05,-34.577011,-58.410728
03/07/22,16:56:06,-34.577060,-58.410614
03/07/22,16:56:07,-34.577114,-58.410488
03/07/22,16:56:07,-34.577163,-58.410377
03/07/22,16:56:08,-34.577213,-58.410251
03/07/22,16:56:09,-34.577266,-58.410129
03/07/22,16:56:10,-34.577316,-58.410011
03/07/22,16:56:11,-34.577365,-58.409877
03/07/22,16:56:12,-34.577419,-58.409748
03/07/22,16:56:13,-34.577476,-58.409629
03/07/22,16:56:14,-34.577518,-58.409507
03/07/22,16:56:15,-34.577571,-58.409381
03/07/22,16:56:16,-34.577621,-58.409259
03/07/22,16:56:17,-34.577678,-58.409145
03/07/22,16:56:18,-34.577724,-58.409030
03/07/22,16:56:19,-34.577774,-58.408916
03/07/22,16:56:20,-34.577819,-58.408813
03/07/22,16:56:21,-34.577861,-58.408714
03/07/22,16:56:22,-34.577907,-58.408618
03/07/22,16:56:23,-34.577938,-58.408535
03/07/22,16:56:24,-34.577976,-58.408447
03/07/22,16:56:24,-34.578014,-58.408363
03/07/22,16:56:25,-34.578052,-58.408287
03/07/22,16:56:26,-34.578086,-58.408210
03/07/22,16:56:27,-34.578109,-58.408145
03/07/22,16:56:28,-34.578136,-58.408088
03/07/22,16:56:29,-34.578155,-58.408039
03/07/22,16:56:30,-34.578174,-58.408008
03/07/22,16:56:31,-34.578193,-58.407955
03/07/22,16:56:32,-34.578212,-58.407917
03/07/22,16:56:33,-34.578239,-58.407859
03/07/22,16:56:34,-34.578262,-58.407810
03/07/22,16:56:35,-34.578289,-58.407753
03/07/22,16:56:36,-34.578319,-58.407688
03/07/22,16:56:37,-34.578353,-58.407627
03/07/22,16:56:38,-34.578384,-58.407562
03/07/22,16:56:39,-34.578411,-58.407505
03/07/22,16:56:40,-34.578434,-58.407447
03/07/22,16:56:40,-34.578460,-58.407382
03/07/22,16:56:41,-34.578498,-58.407306
03/07/22,16:56:42,-34.578537,-58.407230
03/07/22,16:56:43,-34.578575,-58.407154
03/07/22,16:56:44,-34.578620,-58.407066
03/07/22,16:56:45,-34.578662,-58.406990
03/07/22,16:56:46,-34.578720,-58.406906
03/07/22,16:56:47,-34.578765,-58.406826
03/07/22,16:56:48,-34.578830,-58.406749
03/07/22,16:56:49,-34.578899,-58.406646
03/07/22,16:56:50,-34.578968,-58.406551
03/07/22,16:56:51,-34.579044,-58.406456
03/07/22,16:56:52,-34.579128,-58.406368
03/07/22,16:56:53,-34.579216,-58.406265
03/07/22,16:56:54,-34.579299,-58.406169
03/07/22,16:56:55,-34.579376,-58.406066
03/07/22,16:56:55,-34.579460,-58.405967
03/07/22,16:56:56,-34.579536,-58.405857
03/07/22,16:56:57,-34.579612,-58.405761
03/07/22,16:56:58,-34.579692,-58.405647
03/07/22,16:56:59,-34.579776,-58.405540
03/07/22,16:57:00,-34.579860,-58.405426
03/07/22,16:57:01,-34.579940,-58.405323
03/07/22,16:57:02,-34.580032,-58.405216
03/07/22,16:57:03,-34.580112,-58.405109
03/07/22,16:57:04,-34.580204,-58.404994
03/07/22,16:57:05,-34.580291,-58.404891
03/07/22,16:57:06,-34.580379,-58.404777
03/07/22,16:57:07,-34.580471,-58.404670
03/07/22,16:57:08,-34.580558,-58.404556
03/07/22,16:57:09,-34.580646,-58.404441
03/07/22,16:57:10,-34.580741,-58.404331
03/07/22,16:57:11,-34.580833,-58.404216
03/07/22,16:57:12,-34.580921,-58.404102
03/07/22,16:57:12,-34.581005,-58.403995
03/07/22,16:57:13,-34.581092,-58.403881
03/07/22,16:57:14,-34.581176,-58.403774
03/07/22,16:57:15,-34.581245,-58.403663
03/07/22,16:57:16,-34.581321,-58.403537
03/07/22,16:57:17,-34.581386,-58.403415
03/07/22,16:57:18,-34.581443,-58.403289
03/07/22,16:57:19,-34.581493,-58.403144
03/07/22,16:57:20,-34.581543,-58.403003
03/07/22,16:57:21,-34.581588,-58.402858
03/07/22,16:57:22,-34.581638,-58.402709
03/07/22,16:57:23,-34.581684,-58.402572
03/07/22,16:57:24,-34.581733,-58.402423
03/07/22,16:57:25,-34.581779,-58.402278
03/07/22,16:57:26,-34.581825,-58.402133
03/07/22,16:57:27,-34.581874,-58.401985
03/07/22,16:57:28,-34.581920,-58.401832
03/07/22,16:57:29,-34.581962,-58.401676
03/07/22,16:57:30,-34.582016,-58.401523
03/07/22,16:57:31,-34.582065,-58.401355
03/07/22,16:57:31,-34.582115,-58.401203
03/07/22,16:57:32,-34.582168,-58.401039
03/07/22,16:57:33,-34.582218,-58.400875
03/07/22,16:57:34,-34.582267,-58.400707
03/07/22,16:57:35,-34.582325,-58.400535
03/07/22,16:57:36,-34.582382,-58.400371
03/07/22,16:57:37,-34.582435,-58.400207
03/07/22,16:57:38,-34.582492,-58.400035
03/07/22,16:57:39,-34.582542,-58.399864
03/07/22,16:57:40,-34.582599,-58.399692
03/07/22,16:57:41,-34.582645,-58.399520
03/07/22,16:57:42,-34.582687,-58.399341
03/07/22,16:57:43,-34.582725,-58.399169
03/07/22,16:57:44,-34.582759,-58.398990
03/07/22,16:57:45,-34.582790,-58.398815
03/07/22,16:57:46,-34.582809,-58.398635
03/07/22,16:57:47,-34.582839,-58.398445
03/07/22,16:57:47,-34.582866,-58.398265
03/07/22,16:57:48,-34.582897,-58.398090
03/07/22,16:57:49,-34.582923,-58.397899
03/07/22,16:57:50,-34.582962,-58.397720
03/07/22,16:57:51,-34.582988,-58.397541
03/07/22,16:57:52,-34.583011,-58.397365
03/07/22,16:57:53,-34.583045,-58.397193
03/07/22,16:57:54,-34.583076,-58.397014
03/07/22,16:57:55,-34.583107,-58.396842
03/07/22,16:57:56,-34.583152,-58.396671
03/07/22,16:57:57,-34.583190,-58.396499
03/07/22,16:57:58,-34.583236,-58.396327
03/07/22,16:57:59,-34.583278,-58.396167
03/07/22,16:58:00,-34.583332,-58.396011
03/07/22,16:58:01,-34.583374,-58.395862
03/07/22,16:58:02,-34.583419,-58.395717
03/07/22,16:58:03,-34.583469,-58.395572
03/07/22,16:58:03,-34.583515,-58.395423
03/07/22,16:58:04,-34.583553,-58.395271
03/07/22,16:58:05,-34.583591,-58.395118
03/07/22,16:58:06,-34.583637,-58.394954
03/07/22,16:58:07,-34.583679,-58.394802
03/07/22,16:58:08,-34.583725,-58.394641
03/07/22,16:58:09,-34.583774,-58.394489
03/07/22,16:58:10,-34.583820,-58.394351
03/07/22,16:58:11,-34.583858,-58.394199
03/07/22,16:58:12,-34.583908,-58.394050
03/07/22,16:58:13,-34.583953,-58.393898
03/07/22,16:58:14,-34.584003,-58.393753
03/07/22,16:58:15,-34.584056,-58.393589
03/07/22,16:58:16,-34.584098,-58.393440
03/07/22,16:58:17,-34.584152,-58.393287
03/07/22,16:58:18,-34.584201,-58.393131
03/07/22,16:58:19,-34.584259,-58.392978
03/07/22,16:58:20,-34.584308,-58.392826
03/07/22,16:58:20,-34.584362,-58.392658
03/07/22,16:58:21,-34.584404,-58.392505
03/07/22,16:58:22,-34.584449,-58.392349
03/07/22,16:58:23,-34.584495,-58.392196
03/07/22,16:58:24,-34.584545,-58.392044
03/07/22,16:58:25,-34.584594,-58.391883
03/07/22,16:58:26,-34.584651,-58.391731
03/07/22,16:58:27,-34.584697,-58.391578
03/07/22,16:58:28,-34.584754,-58.391418
03/07/22,16:58:29,-34.584800,-58.391265
03/07/22,16:58:30,-34.584842,-58.391113
03/07/22,16:58:31,-34.584888,-58.390979
03/07/22,16:58:32,-34.584915,-58.390865
03/07/22,16:58:33,-34.584934,-58.390789
03/07/22,16:58:34,-34.584945,-58.390720
03/07/22,16:58:35,-34.584957,-58.390663
03/07/22,16:58:36,-34.584957,-58.390605
03/07/22,16:58:37,-34.584964,-58.390560
03/07/22,16:58:37,-34.584972,-58.390529
03/07/22,16:58:38,-34.584972,-58.390510
03/07/22,16:58:39,-34.584972,-58.390502
